type_vehicle,idx_vehicle,id_item,x_origin,y_origin,z_origin,orient
V6,40,I1060,1600.0,0.0,0.0,0
V6,40,I0319,0.0,1200.0,0.0,0
V6,40,I0370,780.0,1200.0,0.0,0
V6,41,I1061,0.0,0.0,0.0,0
V6,41,I1080,1600.0,0.0,0.0,0
V6,41,I0542,0.0,1200.0,0.0,0
V6,41,I0544,780.0,1200.0,0.0,0
V6,42,I1106,0.0,0.0,0.0,0
V6,42,I1117,1600.0,0.0,0.0,0
V6,42,I0632,0.0,1200.0,0.0,0
V6,42,I0877,780.0,1200.0,0.0,0
V6,43,I1157,0.0,0.0,0.0,0
V6,43,I1162,1600.0,0.0,0.0,0
V6,43,I0893,0.0,1200.0,0.0,0
V6,43,I0917,780.0,1200.0,0.0,0
V6,44,I1164,0.0,0.0,0.0,0
V6,44,I1173,1600.0,0.0,0.0,0
V6,44,I0935,0.0,1200.0,0.0,0
V6,44,I0966,780.0,1200.0,0.0,0
V6,45,I1181,0.0,0.0,0.0,0
V6,45,I1188,1600.0,0.0,0.0,0
V6,45,I0982,0.0,1200.0,0.0,0
V6,45,I0986,780.0,1200.0,0.0,0
V6,46,I1197,0.0,0.0,0.0,0
V6,46,I1198,1600.0,0.0,0.0,0
V6,46,I0996,0.0,1200.0,0.0,0
V6,46,I1027,780.0,1200.0,0.0,0
V6,47,I1203,0.0,0.0,0.0,0
V6,47,I1209,1600.0,0.0,0.0,0
V6,47,I1066,0.0,1200.0,0.0,0
V6,47,I1145,780.0,1200.0,0.0,0
V6,48,I1210,0.0,0.0,0.0,0
V6,48,I1214,1600.0,0.0,0.0,0
V6,48,I1167,0.0,1200.0,0.0,0
V6,48,I1246,780.0,1200.0,0.0,0
V6,49,I1221,0.0,0.0,0.0,0
V6,49,I1227,1600.0,0.0,0.0,0
V6,49,I1236,2800.0,0.0,0.0,1
V6,49,I0854,0.0,1200.0,0.0,0
V6,50,I1267,0.0,0.0,0.0,0
V6,50,I1269,1600.0,0.0,0.0,0
V6,50,I0093,0.0,1200.0,0.0,0
V6,50,I0408,780.0,1200.0,0.0,0
V6,51,I1274,0.0,0.0,0.0,0
V6,51,I1276,1600.0,0.0,0.0,0
V6,51,I0553,0.0,1200.0,0.0,0
V6,51,I0597,780.0,1200.0,0.0,0
V6,52,I0021,0.0,0.0,0.0,0
V6,52,I0035,1600.0,0.0,0.0,0
V6,52,I0737,0.0,1200.0,0.0,2
V6,53,I0036,0.0,0.0,0.0,0
V6,53,I0044,1600.0,0.0,0.0,0
V6,53,I1159,0.0,1200.0,0.0,2
V6,54,I0074,0.0,0.0,0.0,0
V6,54,I0103,1600.0,0.0,0.0,0
V6,54,I1232,0.0,1200.0,0.0,2
V6,55,I0128,0.0,0.0,0.0,0
V6,55,I0131,1600.0,0.0,0.0,0
V6,55,I0471,0.0,1200.0,0.0,0
V6,56,I0137,0.0,0.0,0.0,0
V6,56,I0160,1600.0,0.0,0.0,0
V6,56,I0097,0.0,1200.0,0.0,0
V6,57,I0163,0.0,0.0,0.0,0
V6,57,I0168,1600.0,0.0,0.0,0
V6,57,I0652,0.0,1200.0,0.0,0
V6,58,I0182,0.0,0.0,0.0,0
V6,58,I0199,1600.0,0.0,0.0,0
V6,58,I0772,0.0,1200.0,0.0,0
V6,59,I0204,0.0,0.0,0.0,0
V6,59,I0216,1600.0,0.0,0.0,0
V6,59,I0116,0.0,1200.0,0.0,0
V6,60,I0217,0.0,0.0,0.0,0
V6,60,I0232,1600.0,0.0,0.0,0
V6,60,I0301,0.0,1200.0,0.0,0
V6,61,I0233,0.0,0.0,0.0,0
V6,61,I0236,1600.0,0.0,0.0,0
V6,61,I0310,0.0,1200.0,0.0,0
V6,62,I0246,0.0,0.0,0.0,0
V6,62,I0247,1600.0,0.0,0.0,0
V6,62,I0749,0.0,1200.0,0.0,0
V6,63,I0250,0.0,0.0,0.0,0
V6,63,I0256,1600.0,0.0,0.0,0
V6,63,I0842,0.0,1200.0,0.0,0
V6,64,I0285,0.0,0.0,0.0,0
V6,64,I0287,1600.0,0.0,0.0,0
V6,64,I1105,0.0,1200.0,0.0,0
V6,65,I0291,0.0,0.0,0.0,0
V6,65,I0315,1600.0,0.0,0.0,0
V6,65,I1255,0.0,1200.0,0.0,0
V6,66,I0323,0.0,0.0,0.0,0
V6,66,I0333,1600.0,0.0,0.0,0
V6,66,I0361,0.0,1200.0,0.0,0
V6,67,I0341,0.0,0.0,0.0,0
V6,67,I0348,1600.0,0.0,0.0,0
V6,67,I0369,0.0,1200.0,0.0,0
V6,68,I0371,0.0,0.0,0.0,0
V6,68,I0375,1600.0,0.0,0.0,0
V6,68,I0735,0.0,1200.0,0.0,0
